match_id,date,round,home_team,away_team,lambda_home_raw,lambda_away_raw,lambda_home_base,lambda_away_base,lambda_home_final,lambda_away_final,peso_modelo_home,peso_modelo_away,rho_dixon_coles,prob_home_win_percent,prob_draw_percent,prob_away_win_percent,prob_adv_home_percent,prob_adv_away_percent,predicted_score,predicted_winner,final_score_used,final_winner,source,modelo_acerto_si_hay_resultado,modelo_probabilistico,date_ctx,home_team_ctx,away_team_ctx,neutral,match_no,stage,group,venue_city,competition,home_gf12,home_ga12,home_pts12,home_prev_matches,away_gf12,away_ga12,away_pts12,away_prev_matches,fifa_home,fifa_away,diff_fifa,elo_home,elo_away,diff_elo,h2h,home_advantage,home_score,away_score,pen_home,pen_away,source_note,partido,p_modelo_local_pct,p_elo_local_pct,p_fifa_local_pct,p_forma_local_pct,p_contexto_local_pct,peso_modelo,peso_elo,peso_fifa,peso_forma,peso_contexto,p_local_balanceada_pct,p_visitante_balanceada_pct,clasificado_balanceado,lectura
97,2026-07-09,CUARTOS,France,Morocco,16.37,10.6047,2.35,1.1344,2.35,1.1344,0.1,0.1,-0.08,62.61,20.61,16.77,72.92,27.08,2-1,France,2-1,France,PREDICHO_MODELO,,Forma+rival+modelo calibrado + Poisson + Dixon-Coles,2026-07-09,France,Morocco,1,97,CUARTOS,,,FIFA World Cup,32,10,31,12,26,7,26,12,1887.11,1755.62,131.49,2063.0,1840.0,223.0,9,0,,,,,REAL_OFICIAL: ganador 90 vs ganador 89,France vs Morocco,72.92,63.59,5.11,58.26,67.26,0.4,0.25,0.15,0.15,0.05,57.93,42.07,France,Ventaja moderada
98,2026-07-10,CUARTOS,Spain,Belgium,18.4566,9.257,2.109,1.4073,2.109,1.4073,0.1,0.1,-0.08,52.12,22.9,24.98,63.57,36.43,1-1,Spain,1-1,Spain,PREDICHO_MODELO,,Forma+rival+modelo calibrado + Poisson + Dixon-Coles,2026-07-10,Spain,Belgium,1,98,CUARTOS,,,FIFA World Cup,26,4,28,12,38,11,28,12,1856.03,1733.93,122.09999999999992,2129.0,1879.0,250.0,15,0,,,,,REAL_OFICIAL: ganador 93 vs ganador 94,Spain vs Belgium,63.57,65.14,6.22,43.1,76.85,0.4,0.25,0.15,0.15,0.05,52.95,47.05,Spain,Partido muy parejo
99,2026-07-11,CUARTOS,Norway,England,12.4543,13.4112,1.1118,2.2442,1.1118,2.2442,0.1,0.1,-0.08,17.39,21.37,61.24,28.08,71.92,1-2,England,1-2,England,PREDICHO_MODELO,,Forma+rival+modelo calibrado + Poisson + Dixon-Coles,2026-07-11,Norway,England,1,99,CUARTOS,,,FIFA World Cup,26,16,24,12,26,7,29,12,1577.18,1847.68,-270.5,1914.0,2024.0,-110.0,-3,0,,,,,REAL_OFICIAL: ganador 91 vs ganador 92,Norway vs England,28.08,43.17,99.76,33.92,44.03,0.4,0.25,0.15,0.15,0.05,44.28,55.72,England,Ligera ventaja
100,2026-07-11,CUARTOS,Argentina,Switzerland,17.375,8.4048,2.35,0.8609,2.35,0.8609,0.1,0.1,-0.08,68.94,19.31,11.75,78.6,21.4,2-0,Argentina,2-0,Argentina,PREDICHO_MODELO,,Forma+rival+modelo calibrado + Poisson + Dixon-Coles,2026-07-11,Argentina,Switzerland,1,100,CUARTOS,,,FIFA World Cup,32,6,33,12,22,11,21,12,1889.06,1640.92,248.1400000000001,2115.0,1865.0,250.0,9,0,,,,,REAL_OFICIAL: ganador 95 vs ganador 96,Argentina vs Switzerland,78.6,65.14,0.4,77.44,67.26,0.4,0.25,0.15,0.15,0.05,62.76,37.24,Argentina,Ventaja moderada
